MSU03705,-9.76,-0.12,05.12.2021_13_43_49,3: Only Vacuumed,1: Error Described in comment,,Hayden,Protvino, Comment: Wire slipped through ferrule
MSU03704,-9.77,-0.13,05.12.2021_13_49_09,3: Only Vacuumed,0: No Error,,Hayden,Protvino
MSU03703,-9.80,0.03,05.12.2021_14_01_43,4: Vacuumed and Wiped with Ethanol,0: No Error,,Hayden,Protvino
MSU03702,-9.81,-0.02,05.12.2021_14_09_15,4: Vacuumed and Wiped with Ethanol,0: No Error,,Hayden,Protvino
MSU03737,-9.72,-0.11,05.12.2021_14_16_23,3: Only Vacuumed,0: No Error,,Dravin,Protvino
MSU03723,-9.86,-0.25,05.12.2021_14_21_28,4: Vacuumed and Wiped with Ethanol,0: No Error,,Dravin,Protvino
MSU03729,-9.79,-0.10,05.12.2021_14_28_13,4: Vacuumed and Wiped with Ethanol,0: No Error,,Dravin,Protvino
MSU03730,-9.81,-0.08,05.12.2021_14_32_50,3: Only Vacuumed,0: No Error,,Dravin,Protvino
MSU03728,-9.78,0.07,05.12.2021_14_37_30,3: Only Vacuumed,0: No Error,,Dravin,Protvino
MSU03745,-9.82,-0.16,05.12.2021_14_46_34,4: Vacuumed and Wiped with Ethanol,0: No Error,,Dravin,Protvino
MSU03743,-9.77,-0.08,05.12.2021_14_52_32,4: Vacuumed and Wiped with Ethanol,0: No Error,,Dravin,Protvino
MSU03744,-9.84,-0.15,05.12.2021_14_58_36,4: Vacuumed and Wiped with Ethanol,0: No Error,,Dravin,Protvino
MSU03747,-9.77,-0.16,05.12.2021_15_04_34,4: Vacuumed and Wiped with Ethanol,0: No Error,,Dravin,Protvino
MSU03731,-9.85,-0.08,05.12.2021_15_12_42,3: Only Vacuumed,0: No Error,,Colin,Protvino
MSU03732,-9.78,-0.11,05.12.2021_15_23_14,3: Only Vacuumed,0: No Error,,Colin,Protvino
MSU03733,-9.79,-0.06,05.12.2021_15_30_18,3: Only Vacuumed,0: No Error,,Colin,Protvino
MSU03734,-9.71,-0.02,05.12.2021_15_37_19,3: Only Vacuumed,0: No Error,,Colin,Protvino
MSU03735,-9.79,-0.11,05.12.2021_15_45_49,4: Vacuumed and Wiped with Ethanol,0: No Error,,Colin,Protvino
MSU03736,-9.76,-0.10,05.12.2021_15_52_27,4: Vacuumed and Wiped with Ethanol,0: No Error,,Colin,Protvino
MSU03738,-9.80,-0.29,05.12.2021_15_58_22,3: Only Vacuumed,0: No Error,,Colin,Protvino
MSU03740,-9.80,-0.17,05.12.2021_16_04_13,3: Only Vacuumed,0: No Error,,Colin,Protvino
MSU03739,-9.77,-0.02,05.12.2021_16_11_28,3: Only Vacuumed,0: No Error,,Colin,Protvino
MSU03741,-9.77,-0.19,05.12.2021_16_21_41,4: Vacuumed and Wiped with Ethanol,0: No Error,,Colin,Protvino
MSU03727,-9.80,-0.16,05.12.2021_16_27_14,3: Only Vacuumed,0: No Error,,Colin,Protvino
MSU03726,-9.81,-0.04,05.12.2021_16_32_53,4: Vacuumed and Wiped with Ethanol,0: No Error,,Colin,Protvino
MSU03725,-9.79,0.02,05.12.2021_16_40_35,4: Vacuumed and Wiped with Ethanol,0: No Error,,Colin,Protvino
MSU03724,-9.77,-0.18,05.12.2021_16_45_51,4: Vacuumed and Wiped with Ethanol,0: No Error,,Colin,Protvino
