MSU02548,-9.70,-0.05,02.12.2021_14_06_29,3: Only Vacuumed,0: No Error,,Winston,Protvino
MSU02547,-9.76,-0.01,02.12.2021_14_13_07,3: Only Vacuumed,0: No Error,,Winston,Protvino
MSU02546,-9.71,0.00,02.12.2021_14_20_58,3: Only Vacuumed,0: No Error,,Winston,Protvino
MSU02545,-9.70,-0.04,02.12.2021_14_27_40,3: Only Vacuumed,0: No Error,,Winston,Protvino
MSU02544,-9.68,0.06,02.12.2021_14_35_14,3: Only Vacuumed,0: No Error,,Winston,Protvino
MSU02543,-9.74,0.09,02.12.2021_14_41_24,3: Only Vacuumed,0: No Error,,Winston,Protvino
MSU02541,-9.75,-0.06,02.12.2021_14_47_51,3: Only Vacuumed,0: No Error,,Winston,Protvino
MSU02538,-9.70,-0.14,02.12.2021_14_54_44,3: Only Vacuumed,0: No Error,,Winston,Protvino
MSU02537,-9.72,-0.08,02.12.2021_15_01_08,3: Only Vacuumed,0: No Error,,Winston,Protvino
MSU02536,-9.72,0.13,02.12.2021_15_07_32,3: Only Vacuumed,0: No Error,,Winston,Protvino
MSU02535,-9.78,0.08,02.12.2021_15_12_54,3: Only Vacuumed,0: No Error,,Winston,Protvino
MSU02534,-9.68,0.01,02.12.2021_15_20_13,3: Only Vacuumed,0: No Error,,Winston,Protvino
MSU02533,-9.63,0.14,02.12.2021_15_29_03,3: Only Vacuumed,0: No Error,,Winston,Protvino
