MSU03314,-9.84,-0.01,04.22.2021_09_58_56,3: Only Vacuumed,0: No Error,changed to wire spool #155643,mike,Protvino
MSU03313,-9.85,-0.17,04.22.2021_10_14_50,3: Only Vacuumed,0: No Error,,mike,Protvino
MSU03312,-9.83,-0.01,04.22.2021_10_20_58,3: Only Vacuumed,0: No Error,,mike,Protvino
MSU03311,-9.85,-0.28,04.22.2021_10_29_13,3: Only Vacuumed,0: No Error,,mike,Protvino
MSU03309,-9.86,-0.16,04.22.2021_10_48_45,3: Only Vacuumed,0: No Error,,Hayden,Protvino
MSU03308,-9.85,-0.11,04.22.2021_10_55_49,3: Only Vacuumed,0: No Error,,Hayden,Protvino
MSU03307,-9.90,-0.29,04.22.2021_11_03_53,3: Only Vacuumed,0: No Error,,Hayden,Protvino
MSU03306,-10.16,-0.11,04.22.2021_11_10_42,3: Only Vacuumed,0: No Error,,Hayden,Protvino
MSU03305,-10.14,-0.43,04.22.2021_11_16_16,3: Only Vacuumed,0: No Error,,Hayden,Protvino
MSU03304,-9.92,-0.17,04.22.2021_11_23_35,3: Only Vacuumed,0: No Error,,Hayden,Protvino
MSU03303,-9.96,-0.39,04.22.2021_11_29_42,3: Only Vacuumed,0: No Error,,Hayden,Protvino
MSU03302,-9.92,-0.19,04.22.2021_12_12_03,3: Only Vacuumed,0: No Error,,Hayden,Protvino
MSU03301,-9.91,-0.24,04.22.2021_12_17_51,3: Only Vacuumed,0: No Error,,Hayden,Protvino
MSU03300,-9.86,-0.19,04.22.2021_12_23_37,3: Only Vacuumed,0: No Error,,Hayden,Protvino
MSU03042,-9.87,1.87,04.22.2021_12_31_11,3: Only Vacuumed,0: No Error,,Hayden,Protvino
MSU03042,-9.91,1.89,04.22.2021_12_32_58,3: Only Vacuumed,2: Swaged Improperly,gap in swage,Hayden,Protvino
MSU03041,-9.89,-0.05,04.22.2021_12_40_16,3: Only Vacuumed,0: No Error,,Hayden,Protvino
MSU03040,-9.92,-0.15,04.22.2021_12_49_34,3: Only Vacuumed,0: No Error,,Hayden,Protvino
MSU03039,-9.88,-0.23,04.22.2021_14_01_58,3: Only Vacuumed,0: No Error,,Winston,Protvino
