MSU02712,-9.95,-0.17,02.09.2021_10_29_38,3: Only Vacuumed,0: No Error,,Colin,Protvino
MSU02711,-9.91,-0.21,02.09.2021_10_46_12,3: Only Vacuumed,0: No Error,,Colin,Protvino
MSU02710,-9.70,0.07,02.09.2021_10_53_25,3: Only Vacuumed,0: No Error,,Colin,Protvino
MSU02709,-9.81,0.03,02.09.2021_11_02_12,3: Only Vacuumed,0: No Error,,Colin,Protvino
MSU02708,-9.81,-0.15,02.09.2021_11_24_06,3: Only Vacuumed,0: No Error,,Colin,Protvino
MSU02707,-9.85,-0.10,02.09.2021_11_31_43,3: Only Vacuumed,0: No Error,,Colin,Protvino
MSU02706,-9.78,-0.04,02.09.2021_11_39_33,3: Only Vacuumed,0: No Error,,Colin,Protvino
MSU02705,-9.80,0.04,02.09.2021_11_47_37,3: Only Vacuumed,0: No Error,,Colin,Protvino
MSU02704,-9.77,0.06,02.09.2021_11_54_48,3: Only Vacuumed,0: No Error,,Colin,Protvino
MSU02594,-9.81,0.00,02.09.2021_12_06_10,3: Only Vacuumed,1: Error Described in Comment,Capsule does not fit through far left end of tube. Can't get the wire through,Colin,Protvino
MSU02586,-9.82,-0.09,02.09.2021_12_13_40,3: Only Vacuumed,0: No Error,,Colin,Protvino
MSU02585,-9.82,0.14,02.09.2021_12_21_06,3: Only Vacuumed,0: No Error,,Colin,Protvino
MSU02584,-9.82,-0.06,02.09.2021_12_29_04,3: Only Vacuumed,0: No Error,,Colin,Protvino
MSU02583,-9.83,-0.06,02.09.2021_12_38_07,3: Only Vacuumed,0: No Error,,Colin,Protvino
MSU02582,-9.83,0.15,02.09.2021_12_45_34,3: Only Vacuumed,0: No Error,,Colin,Protvino
MSU02581,-9.76,1.43,02.09.2021_12_53_50,3: Only Vacuumed,2: Swaged Improperly,,Colin,Protvino
MSU02580,-9.79,0.14,02.09.2021_15_25_33,3: Only Vacuumed,0: No Error,,Dravin,Protvino
MSU02579,-9.61,-0.04,02.10.2021_09_59_58,3: Only Vacuumed,0: No Error,,Jake,Protvino
MSU02578,-9.79,-0.03,02.10.2021_10_04_38,3: Only Vacuumed,0: No Error,,Jake,Protvino
MSU02577,-9.81,-0.01,02.10.2021_10_08_56,3: Only Vacuumed,0: No Error,,Jake,Protvino
MSU02576,-9.86,0.00,02.10.2021_10_12_47,3: Only Vacuumed,0: No Error,,Jake,Protvino
MSU02575,-9.86,-0.11,02.10.2021_10_17_28,3: Only Vacuumed,0: No Error,,Jake,Protvino
MSU02574,-9.75,0.20,02.10.2021_10_25_01,3: Only Vacuumed,0: No Error,,Jake,Protvino
MSU02573,-9.80,0.08,02.10.2021_10_30_44,3: Only Vacuumed,0: No Error,,Jake,Protvino
MSU02572,-9.80,0.00,02.10.2021_10_37_19,3: Only Vacuumed,0: No Error,,Jake,Protvino
MSU02571,-9.80,0.08,02.10.2021_10_43_53,3: Only Vacuumed,0: No Error,,Jake,Protvino
MSU02570,-9.79,-0.04,02.10.2021_10_47_55,3: Only Vacuumed,0: No Error,,Jake,Protvino
MSU02569,-9.79,0,02.10.2021_10_54_28,3: Only Vacuumed,3: Wire Snapped,,Jake,Protvino
MSU02568,-9.92,0.04,02.10.2021_11_00_39,3: Only Vacuumed,0: No Error,,Jake,Protvino
MSU02567,-9.91,0,02.10.2021_11_07_54,3: Only Vacuumed,2: Swaged Improperly,,Jake,Protvino
MSU02566,-9.72,0.15,02.10.2021_11_11_56,3: Only Vacuumed,0: No Error,,Jake,Protvino
MSU02565,-9.80,0.02,02.10.2021_11_17_13,3: Only Vacuumed,0: No Error,,Jake,Protvino
MSU02564,-9.81,0.09,02.10.2021_11_22_14,3: Only Vacuumed,0: No Error,,Jake,Protvino
MSU02563,-9.76,-0.05,02.10.2021_11_38_36,3: Only Vacuumed,0: No Error,,Colin,Protvino
MSU02562,-9.67,0.16,02.10.2021_11_45_21,3: Only Vacuumed,0: No Error,,Colin,Protvino
MSU02561,-10.93,0.02,02.10.2021_11_58_03,3: Only Vacuumed,0: No Error,,Jake,Protvino
MSU02560,-9.76,-0.04,02.10.2021_12_03_33,3: Only Vacuumed,0: No Error,,Colin,Protvino
MSU02559,-9.75,0.07,02.10.2021_12_08_13,3: Only Vacuumed,0: No Error,,Colin,Protvino
MSU02558,-9.75,-0.08,02.10.2021_12_12_43,3: Only Vacuumed,0: No Error,,Colin,Protvino
MSU02557,-9.77,0.04,02.10.2021_12_17_48,3: Only Vacuumed,0: No Error,,Colin,Protvino
MSU02556,-9.82,-0.08,02.10.2021_12_22_23,3: Only Vacuumed,0: No Error,,Colin,Protvino
MSU02555,-9.71,0.03,02.10.2021_12_27_30,3: Only Vacuumed,0: No Error,,Colin,Protvino
MSU02554,-9.77,0.05,02.10.2021_12_31_55,3: Only Vacuumed,0: No Error,,Colin,Protvino
MSU02553,-9.77,0.04,02.10.2021_12_39_31,3: Only Vacuumed,0: No Error,,Colin,Protvino
MSU02552,-9.75,-0.07,02.10.2021_12_45_12,3: Only Vacuumed,0: No Error,,Colin,Protvino
MSU02551,-9.79,-0.01,02.10.2021_12_53_23,3: Only Vacuumed,0: No Error,,Colin,Protvino
MSU02549,-9.72,0.01,02.10.2021_13_00_40,3: Only Vacuumed,0: No Error,,Colin,Protvino
